   DEPTH     ILD     GR      RHOB     DT
 1923.0000 12.1480 99.5180  2.3540 92.1550
 1923.0500 12.1820 99.5180  2.3520 92.1550
 1923.1000 12.1820 96.3610  2.3490 92.8660
 1923.1500 12.1480 96.3610  2.3460 92.8660
 1923.2000 12.1360 96.3610  2.3440 92.8660
 1923.2500 12.1360 97.9830  2.3430 92.7250
 1923.3000 12.1360 97.9830  2.3440 92.7250
 1923.3500 12.1360 97.9830  2.3460 92.7250
 1923.4000 12.1360 98.0910  2.3480 93.9030
 1923.4500 12.1360 98.0910  2.3500 93.9030
 1923.5000 12.1360 98.0910  2.3520 93.9030
 1923.5500 12.1360 98.5710  2.3530 96.5960
 1923.6000 12.1360 98.5710  2.3520 96.5960
 1923.6500 12.1360 98.5710  2.3480 96.5960
 1923.7000 12.1360 96.2340  2.3420 97.8160
 1923.7500 12.1940 96.2340  2.3350 97.8160
 1923.8000 12.2050 96.2340  2.3290 97.8160
 1923.8500 12.2050 90.3690  2.3260 97.2400
 1923.9000 12.1820 90.3690  2.3250 97.2400
 1923.9500 12.1590 90.3690  2.3260 97.2400
 1924.0000 12.1360 93.5850  2.3260 97.0380
 1924.0500 12.1360 93.5850  2.3280 97.0380
 1924.1000 12.1360 93.5850  2.3320 97.0380
 1924.1500 12.1360 100.0220  2.3370 96.8590
 1924.2000 12.1360 100.0220  2.3430 96.8590
 1924.2500 12.1590 100.0220  2.3470 96.8590
 1924.3000 12.1590 106.2200  2.3480 97.0700
 1924.3500 12.1820 106.2200  2.3480 97.0700
 1924.4000 12.1710 106.2200  2.3460 97.0700
 1924.4500 12.1820 102.5240  2.3450 97.0220
 1924.5000 12.1820 102.5240  2.3460 97.0220
 1924.5500 12.1820 102.5240  2.3470 97.0220
 1924.6000 12.1820 105.0020  2.3500 96.5050
 1924.6500 12.2050 105.0020  2.3550 96.5050
 1924.7000 12.2050 105.0020  2.3590 96.5050
 1924.7500 12.2280 106.3480  2.3640 96.0830
 1924.8000 12.2280 106.3480  2.3680 96.0830
 1924.8500 12.2280 106.3480  2.3730 96.0830
 1924.9000 12.2280 109.0760  2.3780 96.3150
 1924.9500 12.2280 109.0760  2.3810 96.3150
 1925.0000 12.2050 109.0760  2.3830 96.3150
 1925.0500 12.1360 108.2750  2.3820 96.9210
 1925.1000 12.1820 108.2750  2.3810 96.9210
 1925.1500 12.1590 108.2750  2.3790 96.9210
 1925.2000 12.1590 106.8590  2.3780 96.9720
 1925.2500 12.1360 106.8590  2.3750 96.9720
 1925.3000 12.1360 106.8590  2.3740 96.9720
 1925.3500 12.1480 108.5890  2.3730 96.1910
 1925.4000 12.1480 108.5890  2.3720 96.1910
 1925.4500 12.1590 108.5890  2.3710 96.1910
 1925.5000 12.1590 109.5640  2.3730 96.8490
 1925.5500 12.1820 109.5640  2.3740 96.8490
 1925.6000 12.1820 109.5640  2.3750 96.8490
 1925.6500 12.1820 109.5640  2.3750 96.8490
 1925.7000 12.2050 106.7780  2.3750 97.8390
 1925.7500 12.2170 106.7780  2.3760 97.8390
 1925.8000 12.2280 106.7780  2.3750 97.8390
 1925.8500 12.2510 108.7390  2.3760 98.0240
 1925.9000 12.2510 108.7390  2.3750 98.0240
 1925.9500 12.2510 108.7390  2.3770 98.0240
 1926.0000 12.2510 107.0790  2.3770 98.3720
 1926.0500 12.2510 107.0790  2.3760 98.3720
 1926.1000 12.2510 107.0790  2.3770 98.3720
 1926.1500 12.2510 112.2120  2.3780 99.1090
 1926.2000 12.2510 112.2120  2.3780 99.1090
 1926.2500 12.2510 112.2120  2.3780 99.1090
 1926.3000 12.2510 110.3990  2.3770 99.2140
 1926.3500 12.2400 110.3990  2.3760 99.2140
 1926.4000 12.2400 110.3990  2.3750 99.2140
 1926.4500 12.2510 111.0840  2.3770 99.4250
 1926.5000 12.2280 111.0840  2.3800 99.4250
 1926.5500 12.2400 111.0840  2.3840 99.4250
 1926.6000 12.2510 113.1930  2.3880 99.8270
 1926.6500 12.2510 113.1930  2.3920 99.8270
 1926.7000 12.2400 113.1930  2.3940 99.8270
 1926.7500 12.2510 110.4460  2.3960 100.0990
 1926.8000 12.2510 110.4460  2.3960 100.0990
 1926.8500 12.2510 110.4460  2.3930 100.0990
 1926.9000 12.2510 112.2590  2.3880 100.5050
 1926.9500 12.2740 112.2590  2.3850 100.5050
 1927.0000 12.2630 112.2590  2.3810 100.5050
 1927.0500 12.2740 110.5220  2.3770 100.1520
 1927.1000 12.2630 110.5220  2.3740 100.1520
 1927.1500 12.2630 110.5220  2.3700 100.1520
 1927.2000 12.2740 111.0790  2.3670 99.9200
 1927.2500 12.2740 111.0790  2.3650 99.9200
 1927.3000 12.2510 111.0790  2.3650 99.9200
 1927.3500 12.2280 106.4730  2.3660 99.9220
 1927.4000 12.2280 106.4730  2.3660 99.9220
 1927.4500 12.2280 106.4730  2.3640 99.9220
 1927.5000 12.2280 106.5380  2.3620 99.8950
 1927.5500 12.2280 106.5380  2.3600 99.8950
 1927.6000 12.2170 106.5380  2.3600 99.8950
 1927.6500 12.2050 107.9590  2.3630 99.9260
 1927.7000 12.1940 107.9590  2.3670 99.9260
 1927.7500 12.2050 107.9590  2.3730 99.9260
 1927.8000 12.1940 107.8260  2.3770 99.9050
 1927.8500 12.2050 107.8260  2.3780 99.9050
 1927.9000 12.1820 107.8260  2.3760 99.9050
 1927.9500 12.2050 103.6610  2.3730 99.9120
 1928.0000 12.2050 103.6610  2.3680 99.9120
 1928.0500 12.1940 103.6610  2.3610 99.9120
 1928.1000 12.1820 99.8260  2.3540 99.9880
 1928.1500 12.1820 99.8260  2.3440 99.9880
 1928.2000 12.2050 99.8260  2.3330 99.9880
 1928.2500 12.2050 95.3530  2.3240 100.0970
 1928.3000 12.2050 95.3530  2.3200 100.0970
 1928.3500 12.1820 95.3530  2.3210 100.0970
 1928.4000 12.2050 100.0750  2.3280 99.8690
 1928.4500 12.2050 100.0750  2.3370 99.8690
 1928.5000 12.1820 100.0750  2.3460 99.8690
 1928.5500 12.2050 101.7470  2.3560 99.7070
 1928.6000 12.1820 101.7470  2.3640 99.7070
 1928.6500 12.1820 101.7470  2.3700 99.7070
 1928.7000 12.1710 103.6310  2.3750 99.4510
 1928.7500 12.1820 103.6310  2.3750 99.4510
 1928.8000 12.1590 103.6310  2.3730 99.4510
 1928.8500 12.1590 103.6310  2.3730 99.4510
 1928.9000 12.1590 104.3740  2.3670 98.6040
 1928.9500 12.1590 104.3740  2.3620 98.6040
 1929.0000 12.1590 104.3740  2.3580 98.6040
 1929.0500 12.1590 103.7420  2.3560 98.3600
 1929.1000 12.1590 103.7420  2.3540 98.3600
 1929.1500 12.1940 103.7420  2.3530 98.3600
 1929.2000 12.1940 102.7850  2.3530 97.1160
 1929.2500 12.2170 102.7850  2.3540 97.1160
 1929.3000 12.2280 102.7850  2.3570 97.1160
 1929.3500 12.2170 104.2140  2.3600 98.7500
 1929.4000 12.2280 104.2140  2.3630 98.7500
 1929.4500 12.2280 104.2140  2.3650 98.7500
 1929.5000 12.2280 107.4460  2.3670 99.1920
 1929.5500 12.2280 107.4460  2.3700 99.1920
 1929.6000 12.2280 107.4460  2.3720 99.1920
 1929.6500 12.2280 110.8190  2.3760 99.1050
 1929.7000 12.2280 110.8190  2.3790 99.1050
 1929.7500 12.2280 110.8190  2.3820 99.1050
 1929.8000 12.2050 105.5830  2.3860 97.3420
 1929.8500 12.2050 105.5830  2.3890 97.3420
 1929.9000 12.2280 105.5830  2.3920 97.3420
 1929.9500 12.2050 102.9830  2.3930 98.3280
 1930.0000 12.2050 102.9830  2.3950 98.3280
 1930.0500 12.2050 102.9830  2.4000 98.3280
 1930.1000 12.2280 105.5230  2.4070 93.7470
 1930.1500 12.2510 105.5230  2.4180 93.7470
 1930.2000 12.2510 105.5230  2.4290 93.7470
 1930.2500 12.2970 109.7100  2.4400 92.8410
 1930.3000 12.2860 109.7100  2.4540 92.8410
 1930.3500 12.2860 109.7100  2.4700 92.8410
 1930.4000 12.2970 109.8960  2.4900 94.4270
 1930.4500 12.2970 109.8960  2.5060 94.4270
 1930.5000 12.3090 109.8960  2.5190 94.4270
 1930.5500 12.3660 108.7090  2.5250 93.7390
 1930.6000 12.3430 108.7090  2.5230 93.7390
 1930.6500 12.3430 108.7090  2.5180 93.7390
 1930.7000 12.3200 108.7000  2.5080 93.9480
 1930.7500 12.2970 108.7000  2.4930 93.9480
 1930.8000 12.2510 108.7000  2.4740 93.9480
 1930.8500 12.2280 107.5090  2.4520 94.5190
 1930.9000 12.2510 107.5090  2.4330 94.5190
 1930.9500 12.2400 107.5090  2.4120 94.5190
 1931.0000 12.2050 107.2710  2.3960 97.1390
 1931.0500 12.1820 107.2710  2.3840 97.1390
 1931.1000 12.1820 107.2710  2.3760 97.1390
 1931.1500 12.1820 104.4850  2.3710 98.4900
 1931.2000 12.1940 104.4850  2.3680 98.4900
 1931.2500 12.1820 104.4850  2.3670 98.4900
 1931.3000 12.1940 111.2830  2.3670 99.0490
 1931.3500 12.1940 111.2830  2.3680 99.0490
 1931.4000 12.2050 111.2830  2.3700 99.0490
 1931.4500 12.1820 109.6120  2.3720 99.2230
 1931.5000 12.2050 109.6120  2.3740 99.2230
 1931.5500 12.2280 109.6120  2.3750 99.2230
 1931.6000 12.2280 108.0510  2.3740 97.2120
 1931.6500 12.2510 108.0510  2.3720 97.2120
 1931.7000 12.2400 108.0510  2.3700 97.2120
 1931.7500 12.2170 102.2710  2.3670 97.2340
 1931.8000 12.2050 102.2710  2.3630 97.2340
 1931.8500 12.1820 102.2710  2.3560 97.2340
 1931.9000 12.1820 99.9640  2.3480 97.0310
 1931.9500 12.2050 99.9640  2.3400 97.0310
 1932.0000 12.1820 99.9640  2.3400 97.0310
 1932.0500 12.1820 99.9640  2.3340 97.0310
 1932.1000 12.1590 101.2580  2.3310 98.9290
 1932.1500 12.1590 101.2580  2.3300 98.9290
 1932.2000 12.1480 101.2580  2.3310 98.9290
 1932.2500 12.1360 100.9850  2.3330 98.8240
 1932.3000 12.1360 100.9850  2.3370 98.8240
 1932.3500 12.1360 100.9850  2.3440 98.8240
 1932.4000 12.1360 101.8060  2.3520 98.3280
 1932.4500 12.1360 101.8060  2.3580 98.3280
 1932.5000 12.1360 101.8060  2.3630 98.3280
 1932.5500 12.1360 96.7020  2.3660 98.0920
 1932.6000 12.1590 96.7020  2.3700 98.0920
 1932.6500 12.1820 96.7020  2.3720 98.0920
 1932.7000 12.1820 103.4620  2.3720 97.8160
 1932.7500 12.1940 103.4620  2.3710 97.8160
 1932.8000 12.1820 103.4620  2.3700 97.8160
 1932.8500 12.2050 99.5620  2.3690 97.7130
 1932.9000 12.2050 99.5620  2.3670 97.7130
 1932.9500 12.2050 99.5620  2.3660 97.7130
 1933.0000 12.2050 100.3990  2.3640 98.0230
 1933.0500 12.2280 100.3990  2.3600 98.0230
 1933.1000 12.2050 100.3990  2.3590 98.0230
 1933.1500 12.2280 98.2980  2.3590 98.1980
 1933.2000 12.2050 98.2980  2.3600 98.1980
 1933.2500 12.2050 98.2980  2.3610 98.1980
 1933.3000 12.2050 104.9840  2.3600 98.5360
 1933.3500 12.1820 104.9840  2.3600 98.5360
 1933.4000 12.1820 104.9840  2.3620 98.5360
 1933.4500 12.1820 113.0460  2.3660 98.6670
 1933.5000 12.1590 113.0460  2.3730 98.6670
 1933.5500 12.1820 113.0460  2.3780 98.6670
 1933.6000 12.1820 108.9460  2.3820 99.1050
 1933.6500 12.1820 108.9460  2.3840 99.1050
 1933.7000 12.2050 108.9460  2.3840 99.1050
 1933.7500 12.1820 108.9280  2.3860 99.0750
 1933.8000 12.2050 108.9280  2.3870 99.0750
 1933.8500 12.2170 108.9280  2.3900 99.0750
 1933.9000 12.2400 105.7590  2.3910 99.5500
 1933.9500 12.2510 105.7590  2.3910 99.5500
 1934.0000 12.2280 105.7590  2.3890 99.5500
 1934.0500 12.2280 110.6030  2.3860 99.5560
 1934.1000 12.2280 110.6030  2.3840 99.5560
 1934.1500 12.2510 110.6030  2.3820 99.5560
 1934.2000 12.2280 111.5500  2.3810 99.6040
 1934.2500 12.2400 111.5500  2.3770 99.6040
 1934.3000 12.2400 111.5500  2.3710 99.6040
 1934.3500 12.2280 112.8630  2.3640 99.8140
 1934.4000 12.2280 112.8630  2.3570 99.8140
 1934.4500 12.1820 112.8630  2.3530 99.8140
 1934.5000 12.1820 111.3720  2.3530 99.8540
 1934.5500 12.1710 111.3720  2.3540 99.8540
 1934.6000 12.1590 111.3720  2.3580 99.8540
 1934.6500 12.1360 112.5850  2.3580 99.6720
 1934.7000 12.1590 112.5850  2.3580 99.6720
 1934.7500 12.1590 112.5850  2.3580 99.6720
 1934.8000 12.1590 112.1490  2.3560 99.4380
 1934.8500 12.1590 112.1490  2.3550 99.4380
 1934.9000 12.1710 112.1490  2.3530 99.4380
 1934.9500 12.1820 108.4950  2.3480 99.3210
 1935.0000 12.1820 108.4950  2.3440 99.3210
 1935.0500 12.1590 108.4950  2.3420 99.3210
 1935.1000 12.1820 101.3390  2.3450 99.2920
 1935.1500 12.1590 101.3390  2.3520 99.2920
 1935.2000 12.1820 101.3390  2.3520 99.2920
 1935.2500 12.1820 101.3390  2.3610 99.2920
 1935.3000 12.2050 99.7580  2.3690 98.9330
 1935.3500 12.1820 99.7580  2.3770 98.9330
 1935.4000 12.2050 99.7580  2.3830 98.9330
 1935.4500 12.2050 99.6890  2.3900 98.6900
 1935.5000 12.2050 99.6890  2.3940 98.6900
 1935.5500 12.1820 99.6890  2.3960 98.6900
 1935.6000 12.1820 99.5030  2.3950 98.3440
 1935.6500 12.1590 99.5030  2.3910 98.3440
 1935.7000 12.1590 99.5030  2.3860 98.3440
 1935.7500 12.1590 97.8060  2.3810 98.1460
 1935.8000 12.1590 97.8060  2.3760 98.1460
 1935.8500 12.1590 97.8060  2.3720 98.1460
 1935.9000 12.1590 95.9380  2.3680 97.9830
 1935.9500 12.1360 95.9380  2.3660 97.9830
 1936.0000 12.1590 95.9380  2.3640 97.9830
 1936.0500 12.1590 99.1090  2.3630 98.0190
 1936.1000 12.1590 99.1090  2.3630 98.0190
 1936.1500 12.1590 99.1090  2.3640 98.0190
 1936.2000 12.1590 105.5550  2.3660 98.1120
 1936.2500 12.1590 105.5550  2.3690 98.1120
 1936.3000 12.1820 105.5550  2.3710 98.1120
 1936.3500 12.1820 110.0910  2.3720 98.2610
 1936.4000 12.1820 110.0910  2.3720 98.2610
 1936.4500 12.1820 110.0910  2.3710 98.2610
 1936.5000 12.1820 110.3780  2.3690 98.4590
 1936.5500 12.1820 110.3780  2.3680 98.4590
 1936.6000 12.1710 110.3780  2.3670 98.4590
 1936.6500 12.1710 107.7230  2.3660 98.4990
 1936.7000 12.1710 107.7230  2.3660 98.4990
 1936.7500 12.1590 107.7230  2.3660 98.4990
 1936.8000 12.1710 107.1660  2.3670 98.3950
 1936.8500 12.1820 107.1660  2.3660 98.3950
 1936.9000 12.1590 107.1660  2.3650 98.3950
 1936.9500 12.1590 108.5380  2.3630 98.1330
 1937.0000 12.1590 108.5380  2.3590 98.1330
 1937.0500 12.1590 108.5380  2.3550 98.1330
 1937.1000 12.1590 108.3280  2.3510 97.6250
 1937.1500 12.1360 108.3280  2.3480 97.6250
 1937.2000 12.1360 108.3280  2.3470 97.6250
 1937.2500 12.1360 101.2710  2.3460 97.1660
 1937.3000 12.1360 101.2710  2.3470 97.1660
 1937.3500 12.1360 101.2710  2.3460 97.1660
 1937.4000 12.1360 95.6130  2.3460 96.7030
 1937.4500 12.1590 95.6130  2.3500 96.7030
 1937.5000 12.1820 95.6130  2.3540 96.7030
 1937.5500 12.1820 95.8940  2.3550 96.2890
 1937.6000 12.1710 95.8940  2.3560 96.2890
 1937.6500 12.1940 95.8940  2.3550 96.2890
 1937.7000 12.2050 103.6300  2.3540 96.4320
 1937.7500 12.2050 103.6300  2.3530 96.4320
 1937.8000 12.1940 103.6300  2.3540 96.4320
 1937.8500 12.1820 105.0160  2.3560 96.1850
 1937.9000 12.2050 105.0160  2.3540 96.1850
 1937.9500 12.1940 105.0160  2.3530 96.1850
 1938.0000 12.2280 102.0140  2.3530 96.8320
 1938.0500 12.2050 102.0140  2.3530 96.8320
 1938.1000 12.1820 102.0140  2.3510 96.8320
 1938.1500 12.1590 101.1490  2.3490 97.1370
 1938.2000 12.1590 101.1490  2.3490 97.1370
 1938.2500 12.1820 101.1490  2.3490 97.1370
 1938.3000 12.1820 104.6780  2.3470 97.1950
 1938.3500 12.1710 104.6780  2.3470 97.1950
 1938.4000 12.1820 104.6780  2.3470 97.1950
 1938.4500 12.1590 104.6780  2.3480 97.1950
 1938.5000 12.1820 106.9810  2.3490 97.0850
 1938.5500 12.1590 106.9810  2.3500 97.0850
 1938.6000 12.1820 106.9810  2.3520 97.0850
 1938.6500 12.1820 100.6660  2.3540 97.6260
 1938.7000 12.2050 100.6660  2.3560 97.6260
 1938.7500 12.1940 100.6660  2.3570 97.6260
 1938.8000 12.1940 103.0190  2.3590 97.8320
 1938.8500 12.2050 103.0190  2.3580 97.8320
 1938.9000 12.2050 103.0190  2.3530 97.8320
 1938.9500 12.1940 100.7850  2.3470 97.8350
 1939.0000 12.1940 100.7850  2.3400 97.8350
 1939.0500 12.1940 100.7850  2.3350 97.8350
 1939.1000 12.2050 102.2420  2.3300 97.7970
 1939.1500 12.2050 102.2420  2.3250 97.7970
 1939.2000 12.1940 102.2420  2.3210 97.7970
 1939.2500 12.1940 98.5890  2.3200 97.6560
 1939.3000 12.1820 98.5890  2.3230 97.6560
 1939.3500 12.1820 98.5890  2.3290 97.6560
 1939.4000 12.2050 96.9180  2.3360 97.9240
 1939.4500 12.1940 96.9180  2.3400 97.9240
 1939.5000 12.1940 96.9180  2.3420 97.9240
 1939.5500 12.1820 94.8240  2.3430 97.2520
 1939.6000 12.1940 94.8240  2.3450 97.2520
 1939.6500 12.2050 94.8240  2.3460 97.2520
 1939.7000 12.1820 100.1540  2.3420 98.1160
 1939.7500 12.2050 100.1540  2.3360 98.1160
 1939.8000 12.1820 100.1540  2.3290 98.1160
 1939.8500 12.2050 100.5250  2.3260 97.9520
 1939.9000 12.2050 100.5250  2.3270 97.9520
 1939.9500 12.1820 100.5250  2.3290 97.9520
 1940.0000 12.2050 108.2720  2.3300 98.1450
 1940.0500 12.1940 108.2720  2.3310 98.1450
 1940.1000 12.1940 108.2720  2.3330 98.1450
 1940.1500 12.2050 104.9850  2.3390 98.5770
 1940.2000 12.1940 104.9850  2.3460 98.5770
 1940.2500 12.2050 104.9850  2.3520 98.5770
 1940.3000 12.2050 109.7530  2.3530 98.9180
 1940.3500 12.2050 109.7530  2.3510 98.9180
 1940.4000 12.2050 109.7530  2.3490 98.9180
 1940.4500 12.1820 98.5570  2.3450 99.0160
 1940.5000 12.2050 98.5570  2.3420 99.0160
 1940.5500 12.1820 98.5570  2.3370 99.0160
 1940.6000 12.2050 94.9320  2.3330 99.2480
 1940.6500 12.1820 94.9320  2.3290 99.2480
 1940.7000 12.2050 94.9320  2.3280 99.2480
 1940.7500 12.1820 93.3220  2.3320 99.6230
 1940.8000 12.1820 93.3220  2.3390 99.6230
 1940.8500 12.1940 93.3220  2.3450 99.6230
 1940.9000 12.2050 106.8790  2.3520 99.1800
 1940.9500 12.2280 106.8790  2.3600 99.1800
 1941.0000 12.2170 106.8790  2.3690 99.1800
 1941.0500 12.2280 109.6010  2.3770 98.9200
 1941.1000 12.2510 109.6010  2.3880 98.9200
 1941.1500 12.2510 109.6010  2.4000 98.9200
 1941.2000 12.2510 110.3440  2.4100 98.4600
 1941.2500 12.2510 110.3440  2.4190 98.4600
 1941.3000 12.2510 110.3440  2.4280 98.4600
 1941.3500 12.2740 105.8890  2.4360 98.5400
 1941.4000 12.2630 105.8890  2.4440 98.5400
 1941.4500 12.2510 105.8890  2.4490 98.5400
 1941.5000 12.2510 108.8350  2.4510 99.3160
 1941.5500 12.2740 108.8350  2.4510 99.3160
 1941.6000 12.2740 108.8350  2.4480 99.3160
 1941.6500 12.2740 108.8350  2.4410 99.3160
 1941.7000 12.2740 109.7020  2.4300 99.6230
 1941.7500 12.2740 109.7020  2.4190 99.6230
 1941.8000 12.2860 109.7020  2.4090 99.6230
 1941.8500 12.2860 106.4440  2.4000 100.2610
 1941.9000 12.2860 106.4440  2.3940 100.2610
 1941.9500 12.2740 106.4440  2.3900 100.2610
 1942.0000 12.2860 103.9610  2.3890 102.2820
 1942.0500 12.2860 103.9610  2.3890 102.2820
 1942.1000 12.2740 103.9610  2.3890 102.2820
 1942.1500 12.2740 103.8370  2.3890 103.6080
 1942.2000 12.2970 103.8370  2.3880 103.6080
 1942.2500 12.2970 103.8370  2.3880 103.6080
 1942.3000 12.2970 114.2130  2.3900 103.6500
 1942.3500 12.2970 114.2130  2.3900 103.6500
 1942.4000 12.2970 114.2130  2.3880 103.6500
 1942.4500 12.2970 119.8530  2.3830 103.8970
 1942.5000 12.2740 119.8530  2.3770 103.8970
 1942.5500 12.2860 119.8530  2.3730 103.8970
 1942.6000 12.2860 121.6550  2.3710 104.6130
 1942.6500 12.2970 121.6550  2.3710 104.6130
 1942.7000 12.2860 121.6550  2.3710 104.6130
 1942.7500 12.2860 117.5060  2.3690 105.2790
 1942.8000 12.2970 117.5060  2.3680 105.2790
 1942.8500 12.2970 117.5060  2.3680 105.2790
 1942.9000 12.2740 122.2900  2.3680 105.4990
 1942.9500 12.2970 122.2900  2.3690 105.4990
 1943.0000 12.2740 122.2900  2.3690 105.4990
 1943.0500 12.2970 123.0880  2.3690 105.5290
 1943.1000 12.2970 123.0880  2.3690 105.5290
 1943.1500 12.2970 123.0880  2.3690 105.5290
 1943.2000 12.2970 122.6540  2.3700 105.5700
 1943.2500 12.2970 122.6540  2.3690 105.5700
 1943.3000 12.2970 122.6540  2.3680 105.5700
 1943.3500 12.2970 112.0550  2.3670 105.8100
 1943.4000 12.2970 112.0550  2.3660 105.8100
 1943.4500 12.2970 112.0550  2.3660 105.8100
 1943.5000 12.3200 105.8520  2.3660 105.7390
 1943.5500 12.3200 105.8520  2.3660 105.7390
 1943.6000 12.2970 105.8520  2.3640 105.7390
 1943.6500 12.2860 100.1570  2.3630 105.5690
 1943.7000 12.2970 100.1570  2.3620 105.5690
 1943.7500 12.2970 100.1570  2.3620 105.5690
 1943.8000 12.2970 107.0870  2.3640 105.6210
 1943.8500 12.2970 107.0870  2.3660 105.6210
 1943.9000 12.2860 107.0870  2.3690 105.6210
 1943.9500 12.2860 110.8370  2.3740 105.2310
 1944.0000 12.2970 110.8370  2.3770 105.2310
 1944.0500 12.2970 110.8370  2.3800 105.2310
 1944.1000 12.2740 120.3090  2.3810 105.0430
 1944.1500 12.2740 120.3090  2.3820 105.0430
 1944.2000 12.2740 120.3090  2.3820 105.0430
 1944.2500 12.2970 117.0950  2.3820 104.0460
 1944.3000 12.2860 117.0950  2.3840 104.0460
 1944.3500 12.2860 117.0950  2.3860 104.0460
 1944.4000 12.2970 116.7460  2.3900 103.5830
 1944.4500 12.2970 116.7460  2.3950 103.5830
 1944.5000 12.2970 116.7460  2.4000 103.5830
 1944.5500 12.3200 112.0380  2.4070 101.7060
 1944.6000 12.2970 112.0380  2.4110 101.7060
 1944.6500 12.2970 112.0380  2.4140 101.7060
 1944.7000 12.3200 112.0380  2.4140 101.7060
 1944.7500 12.3090 115.6230  2.4140 102.8020
 1944.8000 12.2970 115.6230  2.4120 102.8020
 1944.8500 12.2970 115.6230  2.4080 102.8020
 1944.9000 12.2860 115.5750  2.4030 102.7910
 1944.9500 12.2970 115.5750  2.3970 102.7910
 1945.0000 12.2970 115.5750  2.3910 102.7910
 1945.0500 12.2970 116.1980  2.3840 102.8380
 1945.1000 12.2740 116.1980  2.3800 102.8380
 1945.1500 12.2970 116.1980  2.3780 102.8380
 1945.2000 12.2970 110.8130  2.3790 102.8980
 1945.2500 12.2860 110.8130  2.3800 102.8980
 1945.3000 12.2970 110.8130  2.3820 102.8980
 1945.3500 12.2860 110.3710  2.3820 103.0950
 1945.4000 12.2740 110.3710  2.3810 103.0950
 1945.4500 12.2740 110.3710  2.3780 103.0950
 1945.5000 12.2970 114.9660  2.3770 103.4430
 1945.5500 12.2970 114.9660  2.3760 103.4430
 1945.6000 12.2970 114.9660  2.3750 103.4430
 1945.6500 12.2970 109.7660  2.3740 103.5870
 1945.7000 12.3090 109.7660  2.3730 103.5870
 1945.7500 12.2970 109.7660  2.3720 103.5870
 1945.8000 12.2970 110.8120  2.3720 103.5050
 1945.8500 12.3200 110.8120  2.3740 103.5050
 1945.9000 12.2970 110.8120  2.3780 103.5050
 1945.9500 12.2970 107.7030  2.3830 103.5560
 1946.0000 12.2970 107.7030  2.3890 103.5560
 1946.0500 12.2970 107.7030  2.3920 103.5560
 1946.1000 12.2970 109.4860  2.3930 103.4930
 1946.1500 12.2740 109.4860  2.3920 103.4930
 1946.2000 12.2740 109.4860  2.3900 103.4930
 1946.2500 12.2970 107.8860  2.3880 103.6230
 1946.3000 12.2740 107.8860  2.3830 103.6230
 1946.3500 12.2970 107.8860  2.3780 103.6230
 1946.4000 12.2740 108.7590  2.3730 103.4800
 1946.4500 12.2740 108.7590  2.3680 103.4800
 1946.5000 12.2970 108.7590  2.3640 103.4800
 1946.5500 12.2740 110.1330  2.3620 103.3690
 1946.6000 12.2970 110.1330  2.3620 103.3690
 1946.6500 12.2860 110.1330  2.3640 103.3690
 1946.7000 12.2970 114.8740  2.3690 103.2630
 1946.7500 12.2970 114.8740  2.3750 103.2630
 1946.8000 12.2970 114.8740  2.3820 103.2630
 1946.8500 12.3200 114.1870  2.3870 103.3800
 1946.9000 12.3200 114.1870  2.3920 103.3800
 1946.9500 12.2970 114.1870  2.3960 103.3800
 1947.0000 12.2970 120.3160  2.3990 102.9210
 1947.0500 12.3200 120.3160  2.4000 102.9210
 1947.1000 12.2970 120.3160  2.4000 102.9210
 1947.1500 12.2970 114.8930  2.3980 102.5160
 1947.2000 12.2970 114.8930  2.3940 102.5160
 1947.2500 12.2970 114.8930  2.3910 102.5160
 1947.3000 12.3090 117.9580  2.3870 102.5880
 1947.3500 12.2970 117.9580  2.3830 102.5880
 1947.4000 12.2970 117.9580  2.3810 102.5880
 1947.4500 12.2970 116.7910  2.3790 102.6310
 1947.5000 12.2740 116.7910  2.3790 102.6310
 1947.5500 12.2860 116.7910  2.3780 102.6310
 1947.6000 12.2970 118.9020  2.3770 102.8110
 1947.6500 12.2860 118.9020  2.3760 102.8110
 1947.7000 12.2860 118.9020  2.3740 102.8110
 1947.7500 12.2860 114.6600  2.3730 102.8810
 1947.8000 12.2970 114.6600  2.3720 102.8810
 1947.8500 12.2740 114.6600  2.3700 102.8810
 1947.9000 12.2970 114.6600  2.3700 102.8810
 1947.9500 12.2970 116.5710  2.3690 102.7000
 1948.0000 12.2970 116.5710  2.3690 102.7000
 1948.0500 12.2970 116.5710  2.3690 102.7000
 1948.1000 12.2970 119.1710  2.3710 102.5310
 1948.1500 12.2860 119.1710  2.3730 102.5310
 1948.2000 12.2970 119.1710  2.3750 102.5310
 1948.2500 12.2970 120.2890  2.3750 102.2300
