   DEPTH     ILD     GR      RHOB     DT
 3520.3500  8.5810 100.2650  2.5820 79.9810
 3520.4000  8.5810 96.2280  2.5760 79.8280
 3520.4500  8.5810 96.2280  2.5720 79.8280
 3520.5000  8.5690 96.2280  2.5690 79.8280
 3520.5500  8.5690 93.6250  2.5660 80.0990
 3520.6000  8.5690 93.6250  2.5630 80.0990
 3520.6500  8.5810 93.6250  2.5600 80.0990
 3520.7000  8.5810 93.7450  2.5610 80.1570
 3520.7500  8.5690 93.7450  2.5630 80.1570
 3520.8000  8.5580 93.7450  2.5650 80.1570
 3520.8500  8.5810 95.5410  2.5670 80.2820
 3520.9000  8.5810 95.5410  2.5670 80.2820
 3520.9500  8.5730 95.5410  2.5670 80.2820
 3521.0000  8.5880 98.4430  2.5670 80.5250
 3521.0500  8.5810 98.4430  2.5690 80.5250
 3521.1000  8.5810 98.4430  2.5720 80.5250
 3521.1500  8.5810 101.5140  2.5740 80.1810
 3521.2000  8.5880 101.5140  2.5740 80.1810
 3521.2500  8.5810 101.5140  2.5760 80.1810
 3521.3000  8.5880 101.2420  2.5770 80.5700
 3521.3500  8.5810 101.2420  2.5790 80.5700
 3521.4000  8.6040 101.2420  2.5820 80.5700
 3521.4500  8.5810 100.0460  2.5860 80.4480
 3521.5000  8.5920 100.0460  2.5890 80.4480
 3521.5500  8.5880 100.0460  2.5900 80.4480
 3521.6000  8.5880 99.8490  2.5880 80.1930
 3521.6500  8.5880 99.8490  2.5860 80.1930
 3521.7000  8.5960 99.8490  2.5830 80.1930
 3521.7500  8.5960 101.1990  2.5810 80.0370
 3521.8000  8.6040 101.1990  2.5790 80.0370
 3521.8500  8.5880 101.1990  2.5770 80.0370
 3521.9000  8.6040 101.1600  2.5760 80.3040
 3521.9500  8.5960 101.1600  2.5760 80.3040
 3522.0000  8.6040 101.1600  2.5770 80.3040
 3522.0500  8.5920 105.5910  2.5780 80.1090
 3522.1000  8.6040 105.5910  2.5810 80.1090
 3522.1500  8.5920 105.5910  2.5840 80.1090
 3522.2000  8.5920 104.6330  2.5880 80.3600
 3522.2500  8.5960 104.6330  2.5920 80.3600
 3522.3000  8.6040 104.6330  2.5950 80.3600
 3522.3500  8.5960 107.2880  2.5980 80.4630
 3522.4000  8.6040 107.2880  2.5990 80.4630
 3522.4500  8.5810 107.2880  2.5990 80.4630
 3522.5000  8.6040 101.3000  2.5970 80.3360
 3522.5500  8.5880 101.3000  2.5950 80.3360
 3522.6000  8.5810 101.3000  2.5910 80.3360
 3522.6500  8.5960 102.4630  2.5870 80.3220
 3522.7000  8.5880 102.4630  2.5870 80.3220
 3522.7500  8.5920 102.4630  2.5840 80.3220
 3522.8000  8.5920 102.4630  2.5810 80.3220
 3522.8500  8.6040 97.9300  2.5790 80.3390
 3522.9000  8.5920 97.9300  2.5800 80.3390
 3522.9500  8.6110 97.9300  2.5830 80.3390
 3523.0000  8.6040 101.3360  2.5870 80.5980
 3523.0500  8.6040 101.3360  2.5920 80.5980
 3523.1000  8.5880 101.3360  2.5950 80.5980
 3523.1500  8.6040 100.4130  2.5990 80.0040
 3523.2000  8.5920 100.4130  2.6020 80.0040
 3523.2500  8.6040 100.4130  2.6040 80.0040
 3523.3000  8.6040 102.4190  2.6050 80.5290
 3523.3500  8.6040 102.4190  2.6040 80.5290
 3523.4000  8.6040 102.4190  2.6020 80.5290
 3523.4500  8.6150 103.9230  2.6010 80.2820
 3523.5000  8.6040 103.9230  2.6010 80.2820
 3523.5500  8.6110 103.9230  2.6010 80.2820
 3523.6000  8.5810 101.4080  2.6010 80.1900
 3523.6500  8.6040 101.4080  2.6010 80.1900
 3523.7000  8.6040 101.4080  2.6010 80.1900
 3523.7500  8.6150 100.7180  2.6020 79.9940
 3523.8000  8.6270 100.7180  2.6040 79.9940
 3523.8500  8.6040 100.7180  2.6070 79.9940
 3523.9000  8.6150 96.4090  2.6090 80.1050
 3523.9500  8.6270 96.4090  2.6110 80.1050
 3524.0000  8.6150 96.4090  2.6140 80.1050
 3524.0500  8.6270 100.7200  2.6170 79.7040
 3524.1000  8.6150 100.7200  2.6190 79.7040
 3524.1500  8.6270 100.7200  2.6210 79.7040
 3524.2000  8.6270 97.8400  2.6210 79.6380
 3524.2500  8.6270 97.8400  2.6200 79.6380
 3524.3000  8.6340 97.8400  2.6180 79.6380
 3524.3500  8.6380 98.7970  2.6130 79.7710
 3524.4000  8.6340 98.7970  2.6070 79.7710
 3524.4500  8.6380 98.7970  2.6000 79.7710
 3524.5000  8.6380 96.7610  2.5940 79.3370
 3524.5500  8.6340 96.7610  2.5900 79.3370
 3524.6000  8.6500 96.7610  2.5860 79.3370
 3524.6500  8.6340 100.4790  2.5810 79.4660
 3524.7000  8.6420 100.4790  2.5750 79.4660
 3524.7500  8.6500 100.4790  2.5700 79.4660
 3524.8000  8.6570 101.7960  2.5690 79.2890
 3524.8500  8.6570 101.7960  2.5690 79.2890
 3524.9000  8.6730 101.7960  2.5700 79.2890
 3524.9500  8.6500 101.3070  2.5700 78.8840
 3525.0000  8.6500 101.3070  2.5680 78.8840
 3525.0500  8.6570 101.3070  2.5650 78.8840
 3525.1000  8.6650 102.3360  2.5640 78.7130
 3525.1500  8.6570 102.3360  2.5640 78.7130
 3525.2000  8.6570 102.3360  2.5670 78.7130
 3525.2500  8.6500 100.6270  2.5700 78.5780
 3525.3000  8.6500 100.6270  2.5720 78.5780
 3525.3500  8.6500 100.6270  2.5740 78.5780
 3525.4000  8.6500 101.0650  2.5780 78.6420
 3525.4500  8.6420 101.0650  2.5830 78.6420
 3525.5000  8.6500 101.0650  2.5890 78.6420
 3525.5500  8.6420 102.6710  2.5950 77.4920
 3525.6000  8.6420 102.6710  2.5990 77.4920
 3525.6500  8.6380 102.6710  2.6010 77.4920
 3525.7000  8.6500 99.9730  2.6020 76.6860
 3525.7500  8.6500 99.9730  2.6040 76.6860
 3525.8000  8.6500 99.9730  2.6060 76.6860
 3525.8500  8.6340 99.9730  2.6060 76.6860
 3525.9000  8.6500 94.6350  2.6080 75.7630
 3525.9500  8.6500 94.6350  2.6100 75.7630
 3526.0000  8.6420 94.6350  2.6120 75.7630
 3526.0500  8.6500 84.9570  2.6160 75.0550
 3526.1000  8.6380 84.9570  2.6210 75.0550
 3526.1500  8.6500 84.9570  2.6250 75.0550
 3526.2000  8.6380 90.0830  2.6270 75.5690
 3526.2500  8.6500 90.0830  2.6270 75.5690
 3526.3000  8.6500 90.0830  2.6240 75.5690
 3526.3500  8.6420 96.6700  2.6200 75.5370
 3526.4000  8.6420 96.6700  2.6150 75.5370
 3526.4500  8.6340 96.6700  2.6100 75.5370
 3526.5000  8.6500 101.3110  2.6040 76.4800
 3526.5500  8.6500 101.3110  2.5980 76.4800
 3526.6000  8.6380 101.3110  2.5920 76.4800
 3526.6500  8.6340 96.2820  2.5870 78.1750
 3526.7000  8.6270 96.2820  2.5830 78.1750
 3526.7500  8.6270 96.2820  2.5820 78.1750
 3526.8000  8.6270 90.3450  2.5830 79.5390
 3526.8500  8.6270 90.3450  2.5830 79.5390
 3526.9000  8.6270 90.3450  2.5840 79.5390
 3526.9500  8.6270 93.8240  2.5850 79.7380
 3527.0000  8.6270 93.8240  2.5860 79.7380
 3527.0500  8.6150 93.8240  2.5880 79.7380
 3527.1000  8.6270 95.7190  2.5910 79.7290
 3527.1500  8.6270 95.7190  2.5930 79.7290
 3527.2000  8.6190 95.7190  2.5940 79.7290
 3527.2500  8.6270 100.2180  2.5950 79.7960
 3527.3000  8.6150 100.2180  2.5960 79.7960
 3527.3500  8.6270 100.2180  2.5980 79.7960
 3527.4000  8.6270 96.1470  2.6000 79.9510
 3527.4500  8.6270 96.1470  2.6000 79.9510
 3527.5000  8.6190 96.1470  2.6000 79.9510
 3527.5500  8.6190 97.6970  2.6000 79.8410
 3527.6000  8.6110 97.6970  2.6010 79.8410
 3527.6500  8.6190 97.6970  2.6020 79.8410
 3527.7000  8.6270 99.3400  2.6020 79.4540
 3527.7500  8.6270 99.3400  2.6000 79.4540
 3527.8000  8.6270 99.3400  2.5980 79.4540
 3527.8500  8.6270 104.0370  2.5970 79.4130
 3527.9000  8.6190 104.0370  2.5960 79.4130
 3527.9500  8.6270 104.0370  2.5950 79.4130
 3528.0000  8.6190 101.7890  2.5930 79.4980
 3528.0500  8.6270 101.7890  2.5920 79.4980
 3528.1000  8.6270 101.7890  2.5920 79.4980
 3528.1500  8.6190 102.1820  2.5950 79.7610
 3528.2000  8.6270 102.1820  2.5980 79.7610
 3528.2500  8.6190 102.1820  2.6000 79.7610
 3528.3000  8.6270 96.2840  2.6010 79.5190
 3528.3500  8.6270 96.2840  2.6000 79.5190
 3528.4000  8.6340 96.2840  2.6000 79.5190
 3528.4500  8.6270 99.2780  2.6000 79.9420
 3528.5000  8.6380 99.2780  2.6000 79.9420
 3528.5500  8.6270 99.2780  2.5980 79.9420
 3528.6000  8.6270 98.5590  2.5940 79.9770
 3528.6500  8.6380 98.5590  2.5910 79.9770
 3528.7000  8.6340 98.5590  2.5900 79.9770
 3528.7500  8.6270 102.7540  2.5900 80.7840
 3528.8000  8.6420 102.7540  2.5910 80.7840
 3528.8500  8.6380 102.7540  2.5910 80.7840
 3528.9000  8.6340 99.5370  2.5900 80.9050
 3528.9500  8.6500 99.5370  2.5890 80.9050
 3529.0000  8.6380 99.5370  2.5900 80.9050
 3529.0500  8.6380 99.5370  2.5900 80.9050
 3529.1000  8.6340 99.8960  2.5910 80.6630
 3529.1500  8.6340 99.8960  2.5910 80.6630
 3529.2000  8.6340 99.8960  2.5900 80.6630
 3529.2500  8.6380 97.7800  2.5880 80.1730
 3529.3000  8.6380 97.7800  2.5880 80.1730
 3529.3500  8.6500 97.7800  2.5900 80.1730
 3529.4000  8.6500 95.6080  2.5920 79.4130
 3529.4500  8.6730 95.6080  2.5930 79.4130
 3529.5000  8.6500 95.6080  2.5930 79.4130
 3529.5500  8.6500 90.4580  2.5920 76.4720
 3529.6000  8.6610 90.4580  2.5910 76.4720
 3529.6500  8.6570 90.4580  2.5890 76.4720
 3529.7000  8.6500 86.6970  2.5880 75.9850
 3529.7500  8.6190 86.6970  2.5850 75.9850
 3529.8000  8.5810 86.6970  2.5830 75.9850
 3529.8500  8.5690 89.8110  2.5810 75.4730
 3529.9000  8.5810 89.8110  2.5810 75.4730
 3529.9500  8.5730 89.8110  2.5820 75.4730
 3530.0000  8.5730 90.1330  2.5840 75.7030
 3530.0500  8.5810 90.1330  2.5850 75.7030
 3530.1000  8.5810 90.1330  2.5870 75.7030
 3530.1500  8.6040 92.9850  2.5880 77.7660
 3530.2000  8.6110 92.9850  2.5860 77.7660
 3530.2500  8.6110 92.9850  2.5840 77.7660
 3530.3000  8.6270 93.8730  2.5800 79.1990
 3530.3500  8.6340 93.8730  2.5760 79.1990
 3530.4000  8.6570 93.8730  2.5710 79.1990
 3530.4500  8.6730 95.2280  2.5660 79.5610
 3530.5000  8.6880 95.2280  2.5620 79.5610
 3530.5500  8.6960 95.2280  2.5590 79.5610
 3530.6000  8.7070 96.4570  2.5550 79.5170
 3530.6500  8.7300 96.4570  2.5540 79.5170
 3530.7000  8.7190 96.4570  2.5550 79.5170
 3530.7500  8.7300 89.9400  2.5580 79.6010
 3530.8000  8.7300 89.9400  2.5620 79.6010
 3530.8500  8.7190 89.9400  2.5660 79.6010
 3530.9000  8.6960 87.4080  2.5700 79.4860
 3530.9500  8.6840 87.4080  2.5730 79.4860
 3531.0000  8.6960 87.4080  2.5740 79.4860
 3531.0500  8.7040 86.3300  2.5750 79.1060
 3531.1000  8.7040 86.3300  2.5740 79.1060
 3531.1500  8.6960 86.3300  2.5720 79.1060
 3531.2000  8.7040 92.0790  2.5670 79.6300
 3531.2500  8.6960 92.0790  2.5610 79.6300
 3531.3000  8.7070 92.0790  2.5550 79.6300
 3531.3500  8.7110 93.1430  2.5490 79.9100
 3531.4000  8.7110 93.1430  2.5450 79.9100
 3531.4500  8.7190 93.1430  2.5410 79.9100
 3531.5000  8.7190 89.7620  2.5390 80.1560
 3531.5500  8.7190 89.7620  2.5380 80.1560
 3531.6000  8.7110 89.7620  2.5370 80.1560
 3531.6500  8.7190 90.5310  2.5390 80.4520
 3531.7000  8.7070 90.5310  2.5440 80.4520
 3531.7500  8.7190 90.5310  2.5480 80.4520
 3531.8000  8.7190 94.1540  2.5510 80.2560
 3531.8500  8.7190 94.1540  2.5530 80.2560
 3531.9000  8.7190 94.1540  2.5560 80.2560
 3531.9500  8.7270 93.2230  2.5580 79.8250
 3532.0000  8.7070 93.2230  2.5600 79.8250
 3532.0500  8.7190 93.2230  2.5610 79.8250
 3532.1000  8.7270 91.1380  2.5590 79.4730
 3532.1500  8.7190 91.1380  2.5560 79.4730
 3532.2000  8.7190 91.1380  2.5560 79.4730
 3532.2500  8.7190 91.1380  2.5540 79.4730
 3532.3000  8.7340 89.2220  2.5520 77.4460
 3532.3500  8.7190 89.2220  2.5520 77.4460
 3532.4000  8.7190 89.2220  2.5520 77.4460
 3532.4500  8.7190 90.5290  2.5530 75.3110
 3532.5000  8.7190 90.5290  2.5530 75.3110
 3532.5500  8.6960 90.5290  2.5560 75.3110
 3532.6000  8.7190 88.1340  2.5610 74.1990
 3532.6500  8.7110 88.1340  2.5670 74.1990
 3532.7000  8.7110 88.1340  2.5740 74.1990
 3532.7500  8.7040 84.1800  2.5810 73.0570
 3532.8000  8.7190 84.1800  2.5880 73.0570
 3532.8500  8.6960 84.1800  2.5950 73.0570
 3532.9000  8.7110 79.3760  2.6000 73.3080
 3532.9500  8.7190 79.3760  2.6050 73.3080
 3533.0000  8.7070 79.3760  2.6070 73.3080
 3533.0500  8.7040 84.1130  2.6050 75.0610
 3533.1000  8.7040 84.1130  2.6020 75.0610
 3533.1500  8.7040 84.1130  2.5980 75.0610
 3533.2000  8.7190 92.7380  2.5920 75.4120
 3533.2500  8.7190 92.7380  2.5850 75.4120
 3533.3000  8.7270 92.7380  2.5760 75.4120
 3533.3500  8.7190 105.4560  2.5660 76.6050
 3533.4000  8.7420 105.4560  2.5580 76.6050
 3533.4500  8.7300 105.4560  2.5510 76.6050
 3533.5000  8.7420 101.7960  2.5460 77.7320
 3533.5500  8.7300 101.7960  2.5410 77.7320
 3533.6000  8.7270 101.7960  2.5360 77.7320
 3533.6500  8.7340 96.1680  2.5290 78.3720
 3533.7000  8.7270 96.1680  2.5230 78.3720
 3533.7500  8.7300 96.1680  2.5180 78.3720
 3533.8000  8.7300 89.1510  2.5160 79.1060
 3533.8500  8.7300 89.1510  2.5140 79.1060
 3533.9000  8.7300 89.1510  2.5140 79.1060
 3533.9500  8.7340 89.3910  2.5170 79.1330
 3534.0000  8.7270 89.3910  2.5200 79.1330
 3534.0500  8.7340 89.3910  2.5250 79.1330
 3534.1000  8.7420 89.4280  2.5330 79.5890
 3534.1500  8.7300 89.4280  2.5420 79.5890
 3534.2000  8.7300 89.4280  2.5520 79.5890
 3534.2500  8.7190 92.3410  2.5610 79.9500
 3534.3000  8.7070 92.3410  2.5690 79.9500
 3534.3500  8.7190 92.3410  2.5770 79.9500
 3534.4000  8.7040 97.2510  2.5820 80.1730
 3534.4500  8.7110 97.2510  2.5860 80.1730
 3534.5000  8.6960 97.2510  2.5890 80.1730
 3534.5500  8.6960 100.6680  2.5910 80.8390
 3534.6000  8.6960 100.6680  2.5920 80.8390
 3534.6500  8.6960 100.6680  2.5920 80.8390
 3534.7000  8.6840 98.6640  2.5910 80.9600
 3534.7500  8.6840 98.6640  2.5900 80.9600
 3534.8000  8.6840 98.6640  2.5880 80.9600
 3534.8500  8.6960 97.4670  2.5840 80.9280
 3534.9000  8.6840 97.4670  2.5800 80.9280
 3534.9500  8.6730 97.4670  2.5770 80.9280
 3535.0000  8.6800 95.9280  2.5740 80.4860
 3535.0500  8.6800 95.9280  2.5720 80.4860
 3535.1000  8.6730 95.9280  2.5710 80.4860
 3535.1500  8.6800 103.4310  2.5700 80.7950
 3535.2000  8.6880 103.4310  2.5700 80.7950
 3535.2500  8.6730 103.4310  2.5710 80.7950
 3535.3000  8.6730 102.1130  2.5730 81.2740
 3535.3500  8.7070 102.1130  2.5740 81.2740
 3535.4000  8.7070 102.1130  2.5740 81.2740
 3535.4500  8.6960 102.1130  2.5720 81.2740
 3535.5000  8.7070 109.2990  2.5690 81.1070
 3535.5500  8.7040 109.2990  2.5640 81.1070
 3535.6000  8.7110 109.2990  2.5590 81.1070
 3535.6500  8.7190 108.9820  2.5540 80.9770
 3535.7000  8.6730 108.9820  2.5490 80.9770
 3535.7500  8.7070 108.9820  2.5450 80.9770
 3535.8000  8.7110 110.3920  2.5420 80.0960
 3535.8500  8.7110 110.3920  2.5380 80.0960
 3535.9000  8.7190 110.3920  2.5350 80.0960
 3535.9500  8.7190 101.7690  2.5330 79.3140
 3536.0000  8.7190 101.7690  2.5330 79.3140
 3536.0500  8.7530 101.7690  2.5330 79.3140
 3536.1000  8.7650 93.7450  2.5340 77.1830
 3536.1500  8.7800 93.7450  2.5360 77.1830
 3536.2000  8.7760 93.7450  2.5380 77.1830
 3536.2500  8.7990 90.6590  2.5410 76.4890
 3536.3000  8.8110 90.6590  2.5450 76.4890
 3536.3500  8.7880 90.6590  2.5490 76.4890
 3536.4000  8.7880 91.9440  2.5530 77.0390
 3536.4500  8.7420 91.9440  2.5540 77.0390
 3536.5000  8.7300 91.9440  2.5550 77.0390
 3536.5500  8.6960 94.3710  2.5560 78.5410
 3536.6000  8.7110 94.3710  2.5580 78.5410
 3536.6500  8.7040 94.3710  2.5600 78.5410
 3536.7000  8.7110 97.2450  2.5620 79.7740
 3536.7500  8.6960 97.2450  2.5630 79.7740
 3536.8000  8.6840 97.2450  2.5630 79.7740
 3536.8500  8.6840 98.4750  2.5640 80.3610
 3536.9000  8.6840 98.4750  2.5680 80.3610
 3536.9500  8.6840 98.4750  2.5700 80.3610
 3537.0000  8.6880 99.3730  2.5710 80.7700
 3537.0500  8.6730 99.3730  2.5680 80.7700
 3537.1000  8.6880 99.3730  2.5640 80.7700
 3537.1500  8.6730 97.2750  2.5600 81.1030
 3537.2000  8.6730 97.2750  2.5570 81.1030
 3537.2500  8.6960 97.2750  2.5560 81.1030
 3537.3000  8.6800 94.2810  2.5550 81.6110
 3537.3500  8.6960 94.2810  2.5540 81.6110
 3537.4000  8.7040 94.2810  2.5530 81.6110
 3537.4500  8.6960 90.3570  2.5530 80.9240
 3537.5000  8.7190 90.3570  2.5550 80.9240
 3537.5500  8.7070 90.3570  2.5580 80.9240
 3537.6000  8.6880 89.4610  2.5610 80.6140
 3537.6500  8.6570 89.4610  2.5640 80.6140
 3537.7000  8.6270 89.4610  2.5650 80.6140
 3537.7500  8.6270 89.3110  2.5640 79.9260
 3537.8000  8.6150 89.3110  2.5630 79.9260
 3537.8500  8.6150 89.3110  2.5620 79.9260
 3537.9000  8.6150 91.3260  2.5610 80.4370
 3537.9500  8.6270 91.3260  2.5590 80.4370
 3538.0000  8.6150 91.3260  2.5560 80.4370
 3538.0500  8.6040 94.6800  2.5530 80.0690
 3538.1000  8.6040 94.6800  2.5500 80.0690
 3538.1500  8.5880 94.6800  2.5480 80.0690
 3538.2000  8.6040 98.1830  2.5470 80.2880
 3538.2500  8.6040 98.1830  2.5480 80.2880
 3538.3000  8.6110 98.1830  2.5500 80.2880
 3538.3500  8.6270 101.2140  2.5510 80.1560
 3538.4000  8.6110 101.2140  2.5530 80.1560
 3538.4500  8.6040 101.2140  2.5550 80.1560
 3538.5000  8.6190 98.8190  2.5580 80.3680
 3538.5500  8.6150 98.8190  2.5580 80.3680
 3538.6000  8.6190 98.8190  2.5610 80.3680
 3538.6500  8.6420 98.8190  2.5660 80.3680
 3538.7000  8.6500 95.8240  2.5680 80.4080
 3538.7500  8.6420 95.8240  2.5690 80.4080
 3538.8000  8.6500 95.8240  2.5680 80.4080
 3538.8500  8.6610 95.5330  2.5670 81.3560
 3538.9000  8.6650 95.5330  2.5660 81.3560
 3538.9500  8.6730 95.5330  2.5650 81.3560
 3539.0000  8.6840 96.2520  2.5620 81.8210
 3539.0500  8.6730 96.2520  2.5600 81.8210
 3539.1000  8.6840 96.2520  2.5560 81.8210
 3539.1500  8.6960 98.0160  2.5520 82.0420
 3539.2000  8.6840 98.0160  2.5480 82.0420
 3539.2500  8.7190 98.0160  2.5460 82.0420
 3539.3000  8.7070 96.9600  2.5440 81.3840
 3539.3500  8.7110 96.9600  2.5420 81.3840
 3539.4000  8.7270 96.9600  2.5400 81.3840
 3539.4500  8.7420 96.7210  2.5380 82.4650
 3539.5000  8.7340 96.7210  2.5350 82.4650
 3539.5500  8.7650 96.7210  2.5310 82.4650
 3539.6000  8.7730 92.1370  2.5280 80.8290
 3539.6500  8.7760 92.1370  2.5260 80.8290
 3539.7000  8.8110 92.1370  2.5240 80.8290
 3539.7500  8.8420 86.6410  2.5240 80.7700
 3539.8000  8.8570 86.6410  2.5230 80.7700
 3539.8500  8.8570 86.6410  2.5230 80.7700
 3539.9000  8.8720 79.3360  2.5230 80.3780
 3539.9500  8.8800 79.3360  2.5230 80.3780
 3540.0000  8.8690 79.3360  2.5240 80.3780
 3540.0500  8.9030 79.6410  2.5240 80.3410
 3540.1000  8.8880 79.6410  2.5210 80.3410
 3540.1500  8.8880 79.6410  2.5170 80.3410
 3540.2000  8.9030 82.9830  2.5110 79.9880
 3540.2500  8.9030 82.9830  2.5040 79.9880
 3540.3000  8.9030 82.9830  2.4960 79.9880
 3540.3500  8.9260 89.6900  2.4890 79.5720
 3540.4000  8.9030 89.6900  2.4810 79.5720
 3540.4500  8.9150 89.6900  2.4740 79.5720
 3540.5000  8.9180 95.5240  2.4690 79.3780
 3540.5500  8.9260 95.5240  2.4660 79.3780
 3540.6000  8.9180 95.5240  2.4650 79.3780
 3540.6500  8.9180 97.5650  2.4630 79.5380
 3540.7000  8.9260 97.5650  2.4640 79.5380
 3540.7500  8.9260 97.5650  2.4650 79.5380
 3540.8000  8.9180 99.1220  2.4700 79.7990
 3540.8500  8.9110 99.1220  2.4750 79.7990
 3540.9000  8.9110 99.1220  2.4820 79.7990
 3540.9500  8.9150 96.6870  2.4880 79.8560
 3541.0000  8.9260 96.6870  2.4950 79.8560
 3541.0500  8.9110 96.6870  2.5020 79.8560
 3541.1000  8.9260 96.5730  2.5080 81.3610
 3541.1500  8.9260 96.5730  2.5130 81.3610
 3541.2000  8.9610 96.5730  2.5160 81.3610
 3541.2500  8.9150 97.8910  2.5170 81.4960
 3541.3000  8.8570 97.8910  2.5170 81.4960
 3541.3500  8.8420 97.8910  2.5150 81.4960
 3541.4000  8.8340 99.1290  2.5120 81.6330
 3541.4500  8.8420 99.1290  2.5100 81.6330
 3541.5000  8.8460 99.1290  2.5090 81.6330
 3541.5500  8.8340 96.8490  2.5100 81.6460
 3541.6000  8.8230 96.8490  2.5120 81.6460
 3541.6500  8.8230 96.8490  2.5150 81.6460
 3541.7000  8.8110 95.5320  2.5180 82.5900
 3541.7500  8.8110 95.5320  2.5180 82.5900
 3541.8000  8.7990 95.5320  2.5230 82.5900
 3541.8500  8.7960 95.5320  2.5290 82.5900
 3541.9000  8.7760 96.2830  2.5340 83.1740
 3541.9500  8.7650 96.2830  2.5380 83.1740
 3542.0000  8.7530 96.2830  2.5400 83.1740
 3542.0500  8.7420 96.7660  2.5410 82.5590
 3542.1000  8.7300 96.7660  2.5400 82.5590
 3542.1500  8.7070 96.7660  2.5390 82.5590
 3542.2000  8.6960 94.4910  2.5380 84.8860
 3542.2500  8.6840 94.4910  2.5360 84.8860
 3542.3000  8.6840 94.4910  2.5360 84.8860
 3542.3500  8.6610 95.4200  2.5380 85.4080
 3542.4000  8.6570 95.4200  2.5420 85.4080
 3542.4500  8.6570 95.4200  2.5470 85.4080
 3542.5000  8.6500 96.8570  2.5520 85.3040
 3542.5500  8.6500 96.8570  2.5560 85.3040
 3542.6000  8.6650 96.8570  2.5600 85.3040
 3542.6500  8.6570 92.1870  2.5620 84.8570
 3542.7000  8.6570 92.1870  2.5640 84.8570
 3542.7500  8.6610 92.1870  2.5630 84.8570
 3542.8000  8.6500 89.4290  2.5600 83.4740
 3542.8500  8.6500 89.4290  2.5550 83.4740
 3542.9000  8.6500 89.4290  2.5500 83.4740
 3542.9500  8.6500 85.2380  2.5450 81.0370
 3543.0000  8.6380 85.2380  2.5400 81.0370
 3543.0500  8.6610 85.2380  2.5360 81.0370
 3543.1000  8.6500 86.0760  2.5310 79.7230
 3543.1500  8.6380 86.0760  2.5260 79.7230
 3543.2000  8.6270 86.0760  2.5210 79.7230
 3543.2500  8.6270 84.0720  2.5160 79.5790
 3543.3000  8.6420 84.0720  2.5130 79.5790
 3543.3500  8.6500 84.0720  2.5100 79.5790
 3543.4000  8.6570 84.5510  2.5080 79.8160
 3543.4500  8.6500 84.5510  2.5080 79.8160
 3543.5000  8.6500 84.5510  2.5090 79.8160
 3543.5500  8.6420 86.9460  2.5110 80.2170
 3543.6000  8.6500 86.9460  2.5140 80.2170
 3543.6500  8.6500 86.9460  2.5180 80.2170
 3543.7000  8.6420 87.3300  2.5220 80.2820
 3543.7500  8.6270 87.3300  2.5250 80.2820
 3543.8000  8.6380 87.3300  2.5270 80.2820
 3543.8500  8.6500 87.6990  2.5300 80.1650
 3543.9000  8.6340 87.6990  2.5320 80.1650
 3543.9500  8.6340 87.6990  2.5330 80.1650
 3544.0000  8.6270 91.5310  2.5330 80.1930
 3544.0500  8.6270 91.5310  2.5350 80.1930
 3544.1000  8.6270 91.5310  2.5370 80.1930
 3544.1500  8.6420 92.4650  2.5410 79.9920
 3544.2000  8.6340 92.4650  2.5450 79.9920
 3544.2500  8.6190 92.4650  2.5490 79.9920
 3544.3000  8.6270 93.1830  2.5530 79.7020
 3544.3500  8.6270 93.1830  2.5560 79.7020
 3544.4000  8.6270 93.1830  2.5590 79.7020
 3544.4500  8.6270 91.0270  2.5590 79.3570
 3544.5000  8.6380 91.0270  2.5590 79.3570
 3544.5500  8.6270 91.0270  2.5560 79.3570
 3544.6000  8.6270 87.7940  2.5520 78.2650
 3544.6500  8.6270 87.7940  2.5470 78.2650
 3544.7000  8.6270 87.7940  2.5420 78.2650
 3544.7500  8.6270 84.3110  2.5360 77.9800
 3544.8000  8.6190 84.3110  2.5310 77.9800
 3544.8500  8.6270 84.3110  2.5290 77.9800
 3544.9000  8.6340 84.3110  2.5290 77.9800
 3544.9500  8.6270 85.0300  2.5320 78.1600
 3545.0000  8.6270 85.0300  2.5340 78.1600
 3545.0500  8.6270 85.0300  2.5380 78.1600
 3545.1000  8.6110 91.1460  2.5440 79.4420
 3545.1500  8.6270 91.1460  2.5510 79.4420
 3545.2000  8.6110 91.1460  2.5590 79.4420
 3545.2500  8.6150 97.8530  2.5660 79.5710
 3545.3000  8.6270 97.8530  2.5720 79.5710
 3545.3500  8.6150 97.8530  2.5770 79.5710
 3545.4000  8.6150 100.3690  2.5800 79.9320
 3545.4500  8.6110 100.3690  2.5840 79.9320
 3545.5000  8.6110 100.3690  2.5860 79.9320
 3545.5500  8.6040 98.9230  2.5860 81.2520
 3545.6000  8.6150 98.9230  2.5860 81.2520
 3545.6500  8.6150 98.9230  2.5840 81.2520
 3545.7000  8.6110 95.0580  2.5830 80.1890
 3545.7500  8.6190 95.0580  2.5820 80.1890
 3545.8000  8.6110 95.0580  2.5800 80.1890
 3545.8500  8.6150 89.7870  2.5790 79.9670
 3545.9000  8.6110 89.7870  2.5790 79.9670
 3545.9500  8.6110 89.7870  2.5800 79.9670
 3546.0000  8.6110 90.2660  2.5820 79.9180
 3546.0500  8.6190 90.2660  2.5840 79.9180
 3546.1000  8.6040 90.2660  2.5860 79.9180
 3546.1500  8.6270 94.3710  2.5880 80.0910
