   DEPTH        DT         GR         ILD       NPHI        RHOB
  3067.200    79.6328    51.1875     2.1970    17.2422     2.5496 
  3067.400    80.9062    54.7422     2.2285    16.5586     2.5523 
  3067.600    81.4446    53.3750     2.2354    17.7852     2.5506 
  3067.800    80.6797    48.1875     2.2144    19.0234     2.5540 
  3068.000    79.7266    44.3594     2.1855    18.6016     2.5624 
  3068.200    79.7930    45.1523     2.1783    17.5469     2.5644 
  3068.400    80.7070    49.7500     2.1869    16.8398     2.5546 
  3068.600    81.4497    54.2812     2.1814    17.2578     2.5390 
  3068.800    81.3047    54.5000     2.1528    18.7539     2.5323 
  3069.000    80.7930    52.7734     2.1270    19.4968     2.5372 
  3069.200    80.7656    53.1953     2.1331    18.9739     2.5410 
  3069.400    80.8939    53.9648     2.1545    19.0703     2.5303 
  3069.600    80.8296    52.9688     2.1692    19.0547     2.5157 
  3069.800    80.7019    51.6055     2.1765    18.2617     2.5193 
  3070.000    80.9570    50.8516     2.1766    18.6875     2.5417 
  3070.200    81.2688    50.7988     2.1611    18.8164     2.5554 
  3070.400    81.2588    51.0479     2.1318    17.7148     2.5551 
  3070.600    81.6445    51.9297     2.1111    17.5703     2.5378 
  3070.800    82.5938    54.5586     2.1080    19.3984     2.5220 
  3071.000    82.9705    55.4888     2.0940    20.9180     2.5244 
  3071.200    81.8828    50.5000     2.0544    20.0039     2.5404 
  3071.400    80.9844    45.6172     2.0378    18.7891     2.5447 
  3071.600    81.5742    46.2773     2.0620    18.8008     2.5406 
  3071.800    82.7656    50.2539     2.0878    18.6445     2.5429 
  3072.000    82.6953    53.2305     2.0919    17.8711     2.5458 
  3072.200    81.7383    55.9844     2.1187    18.1172     2.5475 
  3072.400    81.1064    59.1445     2.2112    19.3359     2.5539 
  3072.600    80.7344    60.0977     2.3394    19.1328     2.5586 
  3072.800    79.5508    58.2422     2.4431    17.7188     2.5570 
  3073.000    77.7266    55.3867     2.5024    16.5508     2.5526 
  3073.200    76.5352    53.7734     2.5223    16.3086     2.5513 
  3073.400    76.5195    53.8750     2.5190    16.4453     2.5537 
  3073.600    77.5898    55.5938     2.4980    16.9531     2.5544 
  3073.800    79.0781    59.0859     2.4797    18.0820     2.5500 
  3074.000    79.8684    62.9453     2.4785    18.8706     2.5492 
  3074.200    79.1914    64.1992     2.5024    17.9453     2.5635 
